timestamp;duration;position;round
1643377988267;2829.6661;0.08431841;0
1643378016715;4632.316;0.4381451;0
1643378034485;3887.0842;0.8174972;0
1643378061786;8333.1836;0.08372611;1
1643378153979;1359.7321;0.07316011;3
1643378168507;3681.1565;0.3452593;3
