timestamp;foot;position
1643374528922;LeftFoot;0.02396936
1643374531270;LeftFoot;0.09045935
1643374532295;LeftFoot;0.1312041
1643374532444;LeftFoot;0.1509304
1643374532571;LeftFoot;0.1503511
1643374533470;RightFoot;0.2128718
1643374534094;RightFoot;0.2606887
1643374534145;LeftFoot;0.2731867
1643374534219;LeftFoot;0.2832179
1643374534895;RightFoot;0.3224315
1643374535144;RightFoot;0.3493274
1643374535219;RightFoot;0.3490216
1643374535670;RightFoot;0.3771132
1643374535794;LeftFoot;0.4125674
1643374536023;LeftFoot;0.4166443
1643374536776;RightFoot;0.4820018
1643374536848;RightFoot;0.4817851
1643374537420;LeftFoot;0.5439657
1643374538318;RightFoot;0.624312
1643374539119;LeftFoot;0.7010242
1643374539719;RightFoot;0.7264947
1643374539981;RightFoot;0.7772568
1643374540544;LeftFoot;0.8225262
1643374540771;LeftFoot;0.8580064
1643374541319;RightFoot;0.8670183
1643374541845;RightFoot;0.9510949
1643374542320;RightFoot;0.04835945
1643374553041;RightFoot;0.02959633
1643374553141;RightFoot;-0.01289082
1643374553418;RightFoot;-0.01278031
1643374553492;RightFoot;-0.01277757
1643374554165;RightFoot;-0.01254523
1643374554604;RightFoot;0.02839398
1643374554780;LeftFoot;0.08417016
1643374554974;LeftFoot;0.09194171
1643374555751;RightFoot;0.09446669
1643374555984;RightFoot;0.0979647
1643374556441;RightFoot;0.1558129
1643374557194;LeftFoot;0.1948975
1643374557982;RightFoot;0.2252102
1643374558238;RightFoot;0.2896745
1643374559025;LeftFoot;0.3429755
1643374560055;RightFoot;0.4286662
1643374560777;LeftFoot;0.477035
1643374561950;RightFoot;0.5610815
1643374562693;LeftFoot;0.613788
1643374562865;LeftFoot;0.6333644
1643374563516;RightFoot;0.6700311
1643374563585;RightFoot;0.6855256
1643374563742;RightFoot;0.7066303
1643374564041;RightFoot;0.7041839
1643374564141;RightFoot;0.704211
1643374564327;LeftFoot;0.747007
1643374564515;LeftFoot;0.7767063
1643374565415;RightFoot;0.8574938
1643374565925;LeftFoot;0.8833302
1643374566250;LeftFoot;0.9379084
1643374566329;LeftFoot;0.9390507
1643374566816;LeftFoot;0.9463734
