timestamp;state
1643365237051;S0NothingYet
1643365237095;S0HasHitStart
1643365243138;S0HasLeftStart
1643365244589;S1HasHitBeam
1643365257887;S1HasHitEnd
1643365259735;S1HasLeftEnd
1643365262610;S2HasHitBeam
1643365277334;S2HasHitStart
1643365279507;S2HasLeftStart
1643365282009;S3HasHitBeam
1643365297008;S3HasHitEnd
1643365300953;S3HasLeftEnd
1643365301078;S4HasHitBeam
1643365314929;S4HasHitStart
