unixTime,lslTime,ECG
1643365270710,1616.7596497,-64
1643365270710,1616.7596661,-35
1643365270710,1616.75967,-9
1643365270710,1616.7596752,4
1643365270710,1616.7596785,16
1643365270710,1616.7596834,23
1643365270710,1616.7596866,9
1643365270710,1616.7596915,-45
1643365270710,1616.7596951,-71
1643365270710,1616.7597,-30
1643365270734,1616.7597036,-2
1643365270734,1616.7597084,0
1643365270734,1616.7597115,4
1643365270734,1616.7597163,-19
1643365270734,1616.7597195,-61
1643365270734,1616.7597241,-49
1643365270734,1616.7597274,-9
1643365270734,1616.7597322,-11
1643365270734,1616.7597353,-14
1643365270734,1616.7597401,4
1643365270759,1616.7597433,-16
1643365270759,1616.7597464,-52
1643365270759,1616.7597512,-26
1643365270759,1616.7597543,-9
1643365270759,1616.7597592,-54
1643365270759,1616.7597623,-59
1643365270759,1616.7597675,-23
1643365270759,1616.7597707,-16
1643365270759,1616.7597754,21
1643365270759,1616.7597786,71
1643365270785,1616.7597833,7
1643365270785,1616.7597864,-61
1643365270785,1616.7597912,9
1643365270785,1616.7597943,42
1643365270785,1616.759799,-45
1643365270785,1616.7598022,-64
1643365270785,1616.7598068,-4
1643365270785,1616.75981,14
1643365270785,1616.7598148,-2
1643365270785,1616.7598179,-4
1643365270811,1616.7598227,-2
1643365270811,1616.759826,-9
1643365270811,1616.7598308,2
1643365270811,1616.7598339,26
1643365270811,1616.7598387,52
1643365270811,1616.7598419,133
1643365270811,1616.7598466,380
1643365270811,1616.7598497,774
1643365270811,1616.7598543,948
1643365270811,1616.7598574,563
1643365270837,1616.7598624,28
1643365270837,1616.7598656,-59
1643365270837,1616.7598704,61
1643365270837,1616.7598735,-21
1643365270837,1616.7598783,-116
1643365270837,1616.7598814,-59
1643365270837,1616.759886,-16
1643365270837,1616.7598892,-47
1643365270837,1616.7598942,-52
1643365270837,1616.7598974,-21
1643365270862,1616.7599024,2
1643365270862,1616.7599055,9
1643365270862,1616.7599101,-11
1643365270862,1616.7599132,-28
1643365270862,1616.7599179,-4
1643365270862,1616.7599211,19
1643365270862,1616.759926,9
1643365270862,1616.7599291,14
1643365270862,1616.7599338,49
1643365270862,1616.759937,64
1643365270885,1616.7599418,57
1643365270885,1616.7599449,71
1643365270885,1616.7599496,87
1643365270885,1617.5024813,106
1643365271011,1617.5024944,147
1643365271011,1617.5024983,154
1643365271011,1617.5025016,135
1643365271011,1617.5025046,149
1643365271011,1617.5025076,166
1643365271011,1617.5025106,152
1643365271011,1617.5025135,118
1643365271011,1617.5025164,68
1643365271011,1617.5025194,35
1643365271011,1617.5025223,40
1643365271036,1617.5025253,35
1643365271036,1617.5025283,14
1643365271036,1617.5025314,-4
1643365271036,1617.5025343,-21
1643365271036,1617.5025373,-16
1643365271036,1617.5025403,-9
1643365271036,1617.5025432,-21
1643365271036,1617.5025463,-19
1643365271036,1617.5025496,-23
1643365271036,1617.5025549,-57
1643365271059,1617.5025589,-64
1643365271059,1617.5025621,-42
1643365271059,1617.5025669,-30
1643365271059,1617.50257,-30
1643365271059,1617.5025748,-26
1643365271059,1617.5025778,-19
1643365271059,1617.5025827,-16
1643365271059,1617.5025874,-26
1643365271059,1617.5025921,-30
1643365271059,1617.5025951,-4
1643365271084,1617.5025984,16
1643365271084,1617.5026033,-21
1643365271084,1617.5026066,-61
1643365271084,1617.5026098,-61
1643365271084,1617.5026145,-49
1643365271084,1617.5026215,-35
1643365271084,1617.5026266,-9
1643365271084,1617.5026297,-11
1643365271084,1617.5026326,-40
1643365271084,1617.5026356,-33
1643365271109,1617.5026386,16
1643365271109,1617.5026418,38
1643365271109,1617.502646,14
1643365271109,1617.502649,2
1643365271109,1617.502652,9
1643365271109,1617.502655,0
1643365271109,1617.5026582,-11
1643365271109,1617.5026613,4
1643365271109,1617.5026655,21
1643365271109,1617.5026686,7
1643365271136,1617.5026735,-2
1643365271136,1617.5026766,-4
1643365271136,1617.5026795,-9
1643365271136,1617.5026827,-21
1643365271136,1617.5026868,-23
1643365271136,1617.5026899,121
1643365271136,1617.5026928,567
1643365271136,1617.5026959,1112
1643365271136,1617.5027002,1095
1643365271136,1617.5027034,384
1643365271159,1617.5027063,-125
1643365271159,1617.5027094,-42
1643365271159,1617.5027125,21
1643365271159,1617.5027156,-92
1643365271159,1617.5027187,-73
1643365271159,1617.5027229,-2
1643365271159,1617.5027258,-38
1643365271159,1617.5027288,-71
1643365271159,1617.5027317,-47
1643365271159,1617.5027346,-33
1643365271184,1617.5027376,-40
1643365271184,1617.5027406,-30
1643365271184,1617.8075603,-9
1643365271184,1617.807573,-7
1643365271559,1617.8075767,-2
1643365271559,1617.8075799,33
1643365271559,1617.807583,45
