timestamp;state
1643468034381;S0NothingYet
1643468034427;S0HasHitStart
1643468040235;S0HasLeftStart
1643468040336;S1HasHitBeam
1643468065991;S1HasHitEnd
1643468070511;S1HasLeftEnd
1643468070578;S2HasHitBeam
1643468089600;S2HasHitStart
1643468089733;S2HasLeftStart
1643468093534;S3HasHitBeam
1643468112134;S3HasHitEnd
1643468112234;S3HasLeftEnd
1643468112666;S4HasHitBeam
1643468136498;S4HasHitStart
