timestamp;foot;position
1643466115940;RightFoot;0.0679355
1643466116042;RightFoot;0.09682042
1643466116131;RightFoot;0.1075033
1643466118496;RightFoot;0.1033455
1643466118720;LeftFoot;0.1247183
1643466118875;LeftFoot;0.1633229
1643466120378;RightFoot;0.2178426
1643466121860;RightFoot;0.2192944
1643466122097;LeftFoot;0.2428602
1643466122341;LeftFoot;0.2861319
1643466123797;RightFoot;0.3142416
1643466124029;RightFoot;0.3410194
1643466125287;LeftFoot;0.339086
1643466125845;LeftFoot;0.4059598
1643466127009;RightFoot;0.4056727
1643466127496;RightFoot;0.4695487
1643466129080;LeftFoot;0.4974033
1643466129377;LeftFoot;0.5400958
1643466130532;RightFoot;0.5377192
1643466131020;RightFoot;0.6001303
1643466132352;RightFoot;0.6009674
1643466132466;RightFoot;0.6008579
1643466132652;RightFoot;0.6464797
1643466133007;LeftFoot;0.6634294
1643466133231;LeftFoot;0.6643957
1643466133386;LeftFoot;0.6646154
1643466134485;RightFoot;0.7246556
1643466134551;RightFoot;0.7264746
1643466134606;RightFoot;0.7254381
1643466136029;LeftFoot;0.7887735
1643466136063;RightFoot;0.7903986
1643466136663;LeftFoot;0.7901366
1643466137131;LeftFoot;0.7899818
1643466137395;LeftFoot;0.8495924
1643466137596;RightFoot;0.8621548
1643466138600;RightFoot;0.8625355
1643466139200;LeftFoot;0.9390231
1643466139620;RightFoot;0.9383621
1643466140289;LeftFoot;0.9386712
1643466141597;LeftFoot;0.05791527
1643466153218;LeftFoot;0.05618382
1643466153796;RightFoot;0.1189708
1643466153962;LeftFoot;0.1173195
1643466154229;LeftFoot;0.1173497
1643466155251;LeftFoot;0.1173933
1643466155896;LeftFoot;0.1753581
1643466156117;RightFoot;0.1750807
1643466156409;RightFoot;0.1758494
1643466156762;LeftFoot;0.1758214
1643466156807;LeftFoot;0.1759449
1643466157473;RightFoot;0.2351999
1643466158296;RightFoot;0.2344997
1643466159296;LeftFoot;0.2940307
1643466159618;RightFoot;0.2935675
1643466161108;RightFoot;0.358978
1643466161441;RightFoot;0.3575385
1643466161540;RightFoot;0.3575346
1643466162006;RightFoot;0.3575326
1643466162117;RightFoot;0.3575835
1643466162162;RightFoot;0.3575432
1643466163028;RightFoot;0.3840184
1643466163339;LeftFoot;0.4211821
1643466165006;RightFoot;0.4856684
1643466166607;LeftFoot;0.5302275
1643466166809;LeftFoot;0.5488501
1643466168121;RightFoot;0.5791407
1643466168318;RightFoot;0.6177138
1643466168385;RightFoot;0.6196383
1643466169705;LeftFoot;0.6524968
1643466169998;LeftFoot;0.6831769
1643466171322;RightFoot;0.7431619
1643466172786;LeftFoot;0.7805761
1643466174550;RightFoot;0.8836532
1643466175574;LeftFoot;0.9110386
1643466183018;LeftFoot;0.03345718
1643466188255;RightFoot;0.08555063
1643466188451;RightFoot;0.1090234
1643466190151;LeftFoot;0.1275111
1643466192629;RightFoot;0.2135077
1643466192671;RightFoot;0.2240587
1643466192829;RightFoot;0.2402442
1643466194242;LeftFoot;0.2669505
1643466196661;RightFoot;0.3648609
1643466197955;LeftFoot;0.3611336
1643466198228;LeftFoot;0.3876037
1643466198628;LeftFoot;0.425467
1643466200152;RightFoot;0.466666
1643466200350;RightFoot;0.4944675
1643466201706;LeftFoot;0.5217116
1643466202007;LeftFoot;0.5573997
1643466203819;RightFoot;0.6189194
1643466203884;RightFoot;0.6198388
1643466204443;RightFoot;0.619563
1643466204707;RightFoot;0.6196474
1643466205534;LeftFoot;0.6410905
1643466205728;RightFoot;0.6750887
1643466205973;RightFoot;0.6849236
1643466206039;LeftFoot;0.6822954
1643466206105;LeftFoot;0.6835116
1643466206151;LeftFoot;0.6832184
1643466206964;LeftFoot;0.6832624
1643466207261;LeftFoot;0.7110153
1643466207606;RightFoot;0.7505601
1643466209058;LeftFoot;0.7725767
1643466209430;RightFoot;0.8175099
1643466209462;LeftFoot;0.8156524
1643466209829;RightFoot;0.8169158
1643466210486;LeftFoot;0.8171498
1643466210692;LeftFoot;0.8453184
1643466211040;RightFoot;0.8893688
1643466212919;RightFoot;0.9590586
1643466218461;LeftFoot;0.04356575
1643466221260;LeftFoot;0.0536198
1643466222590;RightFoot;0.1177846
1643466223474;LeftFoot;0.1169131
1643466224538;LeftFoot;0.1750786
1643466224655;RightFoot;0.1763657
1643466224657;LeftFoot;0.1763657
1643466224706;LeftFoot;0.176339
1643466224873;LeftFoot;0.1766351
1643466225040;RightFoot;0.1763342
1643466226451;RightFoot;0.2445794
1643466226656;RightFoot;0.2456759
1643466228190;LeftFoot;0.3104228
1643466228482;RightFoot;0.3089426
1643466229705;RightFoot;0.3771641
1643466229838;RightFoot;0.3753213
1643466229884;RightFoot;0.3746071
1643466231016;RightFoot;0.3803084
1643466231149;LeftFoot;0.4103986
1643466231509;RightFoot;0.4331952
1643466231591;RightFoot;0.4325017
1643466232629;RightFoot;0.432873
1643466232739;RightFoot;0.4563192
1643466233004;RightFoot;0.5055032
1643466233117;RightFoot;0.5018934
1643466234296;LeftFoot;0.540036
1643466234516;LeftFoot;0.5694708
1643466235749;RightFoot;0.5865259
1643466235857;RightFoot;0.6183025
1643466235982;RightFoot;0.6322463
1643466237293;LeftFoot;0.6775441
1643466238638;RightFoot;0.7360246
1643466238772;RightFoot;0.7641056
1643466238908;RightFoot;0.7684093
1643466240153;LeftFoot;0.8066913
1643466241728;LeftFoot;0.8988818
1643466241771;RightFoot;0.9094664
1643466242910;LeftFoot;0.953637
1643466243243;LeftFoot;0.9792653
