timestamp;duration;position;round
1643274709740;966.583;0.1707326;0
1643274713928;1657.5138;0.2001231;0
1643274724697;1299.533;0.3278804;0
1643274821011;226.513;0.4059163;1
1643274893019;2570.5087;0.6347779;2
1643274975430;1062.0541;0.4269953;3
1643274983714;879.5367;0.4922967;3

