timestamp;state
1643554704166;S0NothingYet
1643554704209;S0HasHitStart
1643554758648;S0HasLeftStart
1643554761150;S1HasHitBeam
1643554795759;S1HasHitEnd
1643554800403;S1HasLeftEnd
1643554800536;S2HasHitBeam
1643554833625;S2HasHitStart
1643554839101;S2HasLeftStart
1643554839407;S3HasHitBeam
1643554881924;S3HasHitEnd
1643554885478;S3HasLeftEnd
1643554885658;S4HasHitBeam
1643554913875;S4HasHitStart
