timestamp;state
1643384397893;S0NothingYet
1643384397936;S0HasHitStart
1643384416653;S0HasLeftStart
1643384416703;S1HasHitBeam
1643384485636;S1HasHitEnd
1643384487951;S1HasLeftEnd
1643384490389;S2HasHitBeam
1643384565570;S2HasHitStart
1643384567385;S2HasLeftStart
1643384574857;S3HasHitBeam
1643384607667;S3HasHitEnd
1643384609174;S3HasLeftEnd
1643384610001;S4HasHitBeam
1643384665354;S4HasHitStart
