timestamp;state
1643450657613;S0NothingYet
1643450657659;S0HasHitStart
1643450675187;S0HasLeftStart
1643450681545;S1HasHitBeam
1643450693855;S1HasHitEnd
1643450696598;S1HasLeftEnd
1643450696720;S2HasHitBeam
1643450710210;S2HasHitStart
1643450711245;S2HasLeftStart
1643450714097;S3HasHitBeam
1643450728544;S3HasHitEnd
1643450731996;S3HasLeftEnd
1643450732129;S4HasHitBeam
1643450747429;S4HasHitStart
