timestamp;foot;position
1643286816833;RightFoot;0.1017414
1643286816889;RightFoot;0.1017812
1643286818913;LeftFoot;0.1389738
1643286818971;RightFoot;0.154853
1643286819262;LeftFoot;0.1917506
1643286819803;RightFoot;0.2438686
1643286883566;RightFoot;0.2570434
1643286883789;LeftFoot;0.2568993
1643286884339;RightFoot;0.1998021
1643286884565;LeftFoot;0.162389
1643286884877;RightFoot;0.1617203
1643286884877;LeftFoot;0.1617203
1643286885815;LeftFoot;0.06611484
1643286887959;RightFoot;0.07071532
1643286890132;RightFoot;0.05009567
1643286893085;LeftFoot;0.1014537
1643286896180;LeftFoot;0.1016674
1643286897330;LeftFoot;0.1017109
1643286899528;LeftFoot;0.1018021
1643286902050;RightFoot;0.05104777
1643286942989;RightFoot;0.06894799
1643286946276;RightFoot;0.06901203
1643286949114;RightFoot;0.0691286
1643286967586;RightFoot;0.0696367
1643286978754;RightFoot;0.07130845
1643286979270;RightFoot;0.06982388
1643286979873;RightFoot;0.06971624
1643286980637;RightFoot;0.0697047
1643286982164;RightFoot;0.06981751
1643286983262;RightFoot;0.06973282
1643286991756;RightFoot;0.06982791
1643287001436;RightFoot;0.06993206
1643287002679;RightFoot;0.07022317
1643287031205;RightFoot;0.110647
1643287032049;RightFoot;0.09508196
1643287034688;LeftFoot;0.139725
1643287034712;RightFoot;0.1380167
1643287037175;LeftFoot;0.1167356
1643287037235;LeftFoot;0.1303499
1643287037848;LeftFoot;0.1319121
1643287039584;RightFoot;0.1319222
1643287040002;RightFoot;0.1319272
1643287040436;RightFoot;0.1318857
1643287041566;RightFoot;0.1316897
1643287042067;RightFoot;0.1317858
1643287044670;LeftFoot;0.1316823
1643287044721;LeftFoot;0.1317042
1643287045041;LeftFoot;0.1317287
1643287045223;LeftFoot;0.1317281
1643287046588;LeftFoot;0.1316541
1643287052317;RightFoot;0.1316632
1643287057901;LeftFoot;0.13164
1643287060285;LeftFoot;0.1316285
1643287066059;LeftFoot;0.1328531
1643287101805;LeftFoot;0.1173938
1643287105411;LeftFoot;0.06270292
1643287106084;LeftFoot;0.06277096
1643287106130;LeftFoot;0.06283716
1643287110454;LeftFoot;0.1179153
1643287131161;LeftFoot;0.07317233
1643287131721;RightFoot;0.09756795
