timestamp;state
1643458457125;S0NothingYet
1643458457174;S0HasHitStart
1643458528745;S0HasLeftStart
1643458528846;S1HasHitBeam
1643458556789;S1HasHitEnd
1643458557595;S1HasLeftEnd
1643458565116;S2HasHitBeam
1643458598549;S2HasHitStart
1643458598811;S2HasLeftStart
1643458599859;S3HasHitBeam
1643458625113;S3HasHitEnd
1643458625263;S3HasLeftEnd
1643458633022;S4HasHitBeam
1643458648345;S4HasHitStart
