timestamp;duration;position;round
1643458542208;3301.1215;0.3361483;0
1643458569121;1352.0493;0.2211745;1
1643458574201;785.5862;0.2796466;1
1643458583043;2685.6893;0.5086824;1
1643458618249;2643.7772;0.5100875;2
