timestamp;state
1643558246078;S0NothingYet
1643558246119;S0HasHitStart
1643558363985;S0HasLeftStart
1643558364376;S1HasHitBeam
1643558409055;S1HasHitEnd
1643558410308;S1HasLeftEnd
1643558415422;S2HasHitBeam
1643558460113;S2HasHitStart
1643558469081;S2HasLeftStart
1643558469287;S3HasHitBeam
1643558501652;S3HasHitEnd
1643558507997;S3HasLeftEnd
1643558508167;S4HasHitBeam
1643558540835;S4HasHitStart
