,user_id,method,tide,lap,falls_num,duration,mean_drift_head,std_drift_head,mean_drift_pelvis,std_drift_pelvis,mean_alpha,std_alpha,mean_beta,std_beta
123,15,NoInstructions,LowTide,3,0,18.794,1.1187274711647346,0.47455670786203635,1.1655762559088,0.4645947406897044,2.0420024496293028,0.20693351483230926,0.12262508195401715,0.07481226105779618
124,15,NoInstructions,HighTide,0,0,15.115,1.0652479370229762,0.5112896970937177,1.1226826071470455,0.5088159733485458,1.6415140869609994,0.502804750508774,0.18431092456671513,0.13011266336981225
125,15,NoInstructions,HighTide,1,0,14.273,0.7888260170192225,0.32914820911397913,0.8326870452301278,0.32759373782812934,2.005920007483376,0.2616024615142984,0.1188225089513832,0.058663237867248245
126,15,NoInstructions,HighTide,2,0,15.497,1.1823967885541349,0.5056946092920264,1.3008028788934498,0.5020328121095757,1.9575097430982697,0.27780625576714774,0.2067618307891262,0.0732491910999902
127,15,NoInstructions,HighTide,3,0,15.474,1.012897002157328,0.43486534045491015,1.1031246419172498,0.42854049328727034,2.055759616134488,0.20941605727819518,0.20740465759605617,0.08986282557965948
128,15,Imitation,LowTide,0,0,36.314,0.38043985176543754,0.1996859847077959,0.4128425096552941,0.19809183019312038,1.9951072267413168,0.05985136443992859,0.16837445250519728,0.08608325479929652
129,15,Imitation,LowTide,1,0,41.518,0.8059208497096219,0.3678392362074391,0.8470045461957537,0.3711095193125342,2.114195677290258,0.13203483598164878,0.0970460731299573,0.05163190646789234
130,15,Imitation,LowTide,2,0,25.668,0.4755092573301953,0.14640274696965266,0.5367984690737508,0.16069718625542795,2.1079733772526597,0.09063297539743782,0.13075925872995348,0.05388959225466721
131,15,Imitation,LowTide,3,0,30.024,0.26311293759964477,0.15919754666408625,0.27486374729856794,0.1430559715285407,2.1982432306399304,0.0720372963218281,0.10749530271502085,0.05235550045396599
132,15,Imitation,HighTide,0,0,24.445,0.5641982089371236,0.21527141693781618,0.6528754836765427,0.2156022739424729,2.1539714717019787,0.20132047353043048,0.20741160109142193,0.048093635308405706
133,15,Imitation,HighTide,1,0,24.316,0.45071317064330224,0.140725011204773,0.5615972455537301,0.1664926317067995,2.1828693847183747,0.07917238961349092,0.2742903868947122,0.07558032514189156
134,15,Imitation,HighTide,2,0,26.621,0.5049833650213515,0.1805382154365567,0.6316896631520903,0.2041764481792481,2.0830712942157454,0.19168896960970874,0.2235897940117156,0.0856533335691927
135,15,Imitation,HighTide,3,0,25.311,0.5538025650435476,0.21610259806804288,0.6501323365397981,0.22646485990732337,2.145111196623977,0.17538366961739058,0.20832295551562616,0.08156955716229329
136,15,Gamification,LowTide,0,0,62.049,1.005210264549211,0.3553635974145494,1.06798909289912,0.3522957569675001,1.6081015653891233,0.3626661752995438,0.1909422638925913,0.10248015484604693
137,15,Gamification,LowTide,1,0,57.897,0.6957985687763464,0.2141275687202526,0.7253138587549186,0.21286713830406556,1.7104665265690076,0.3138010064603062,0.14649509930742213,0.11296397228788883
138,15,Gamification,LowTide,2,0,47.54,0.2362963003900596,0.18976426704644694,0.2453202748259425,0.1889778196297345,1.82073435987041,0.1816596051697025,0.13981980112829714,0.07349223352774281
139,15,Gamification,LowTide,3,0,55.369,0.8967394211965185,0.3880832285054028,0.9123006616740368,0.39704437864106407,1.82542916525787,0.19855545273237418,0.10898118988195493,0.09299608569142617
140,15,Gamification,HighTide,0,0,34.577,0.27765434561246755,0.14903457143536697,0.27202780840489554,0.1696455956782562,1.6599466271556402,0.19308864975764506,0.22246159473161023,0.13677302353035525
141,15,Gamification,HighTide,1,0,27.629,0.826899367359903,0.3070936177564377,0.8641985025188407,0.28945216106077093,1.5834906745553272,0.2279999453210091,0.1306730516436095,0.08909380230592492
142,15,Gamification,HighTide,2,0,34.531,0.7009190309735639,0.27891719992423925,0.7654016182876228,0.2591700998106743,1.639373724395291,0.27408837000877395,0.2060904811878749,0.17569441140236172
143,15,Gamification,HighTide,3,0,39.845,0.6157614074407153,0.23232583729689857,0.623360931212401,0.21503886783209777,1.522663055271584,0.2123746593432695,0.14101880139410888,0.10928569664124739
144,16,NoInstructions,LowTide,0,0,22.074,0.8097350377446921,0.39426846104621954,0.9163794231520942,0.40609275850136406,1.9123730331561541,0.6185733726805148,0.20136258940332985,0.08426741387910518
145,16,NoInstructions,LowTide,1,1,25.276,0.4834861177099039,0.22030838422429042,0.6069578981913888,0.22479568896220214,2.2070057714703144,0.47408261402200635,0.23502373770576385,0.10806281340555407
146,16,NoInstructions,LowTide,2,0,13.605,0.43272953047913254,0.1850315311604283,0.5625528508517916,0.1895863668395269,1.9207167720100582,0.33838498575621684,0.2061160026314571,0.05344040445989698
147,16,NoInstructions,LowTide,3,0,13.464,0.37170564477794527,0.18790769783399042,0.47014029411308966,0.20296801636890027,1.8645933558497247,0.3362456930696939,0.17279895952050173,0.050931985343746766
148,16,NoInstructions,HighTide,0,0,11.708,0.20203156419077534,0.2135875598118895,0.2988478434233548,0.21401994613255348,0.9786125648942058,0.15346577791803626,0.1678128731166492,0.03681203812399359
149,16,NoInstructions,HighTide,1,0,16.619,1.0303212077791302,0.49714450933165694,1.1362279624926799,0.5188981430905018,0.9830407295976977,0.3200036768143428,0.16818834394460416,0.07278998200661603
150,16,NoInstructions,HighTide,2,0,12.473,0.37765701272793734,0.2143342666114163,0.531780366896826,0.2305769803479668,1.1151548055631075,0.23105627576823354,0.2307069663647778,0.04915782401275909
151,16,NoInstructions,HighTide,3,0,10.176,0.4071910133555497,0.24515749097854594,0.5027883265867126,0.2511414909895576,0.8325547419522092,0.0336364982403628,0.1455686515512467,0.043320968505527815
152,16,Imitation,LowTide,0,0,22.47,0.39335199417854,0.15385211985472522,0.45975812574747765,0.1591232066372948,2.3947118999028207,0.08098251177566441,0.14318967035432592,0.03919208264296217
153,16,Imitation,LowTide,1,0,21.421,0.6678641350725865,0.1974668589179719,0.7570975861494392,0.20366202458441282,2.335385509726962,0.15929411120422118,0.1491247256467325,0.060373872857932616
154,16,Imitation,LowTide,2,0,17.571,0.37093317479790294,0.159764509108329,0.49496829785334334,0.17817991183820756,2.3449420329459847,0.046920577122676214,0.18975524620347423,0.04118771206167431
155,16,Imitation,LowTide,3,0,17.471,0.7626303958619968,0.3032655013957526,0.8408642342510325,0.3064732892980777,2.175043368235907,0.05797858285637926,0.13307887610599642,0.05867376222978322
156,16,Imitation,HighTide,0,0,12.999,0.2600669085446928,0.1962618570689254,0.2965413666258193,0.2014989128239254,2.3673770657324518,0.062160001810243774,0.13260467972002302,0.06217098271201273
157,16,Imitation,HighTide,1,0,15.799,0.3231222750835616,0.13371408868922918,0.41674625460361253,0.13612605686386103,2.4459012496423838,0.06897127543008147,0.1544303014661139,0.0625162084878114
158,16,Imitation,HighTide,2,0,14.098,0.11797721491666968,0.1677208633349334,0.15718633633411966,0.1690752169196912,2.4371142289494987,0.06598547349878565,0.18595929171984377,0.04653245123741967
159,16,Imitation,HighTide,3,0,13.871,0.41411089744775237,0.2000935421701051,0.4961068623612687,0.21516457426662386,2.2365629676969205,0.054204161540170846,0.13469634012033097,0.05715158410876927
160,16,Gamification,LowTide,0,0,24.899,0.2853737076366281,0.18952893073146201,0.3536775386638281,0.19602020767417447,1.4251648496094498,0.48766359788465896,0.18433261527655176,0.12936480852849566
161,16,Gamification,LowTide,1,1,43.076,0.8079994252499847,0.35975699659119587,0.8818799980434352,0.3615064982567678,2.1428793628905005,0.5938001769265924,0.20208708564924244,0.1877224198790965
162,16,Gamification,LowTide,2,1,22.151,0.38743636666914694,0.20073834493005724,0.3667967466538265,0.2701974727743926,2.0254272923589673,0.25976104605907396,0.17363826582686415,0.07207092983189262
163,16,Gamification,LowTide,3,0,19.611,0.5272288162665576,0.18703003333247573,0.5892919879450915,0.19652143941089883,1.9516840855054682,0.44480856485546705,0.09785479894690945,0.04571000551666594
164,16,Gamification,HighTide,0,0,17.5,0.11920072706289328,0.1277830323947568,0.14201203756568395,0.1342910750066013,1.3933793269616064,0.5813254130442442,0.16246644209028438,0.11573315404537074
165,16,Gamification,HighTide,1,0,24.114,1.03287162521067,0.5019022479693068,1.1380247610607896,0.5008278452587318,2.05882980766092,0.5698838590089392,0.19283029852844813,0.09650453432323339
166,16,Gamification,HighTide,2,0,13.42,0.14098354615096398,0.17372208587389118,0.2596949363409071,0.176508184060997,2.2854393093829652,0.13034904438105108,0.22512433791919853,0.03176902220584522
167,16,Gamification,HighTide,3,0,15.131,0.4491029752319017,0.18973562920446344,0.5412193988441723,0.19519255954799306,2.4786635785349596,0.4176347367320299,0.14339038129778078,0.056966970126194526
168,17,NoInstructions,LowTide,0,0,22.547,0.5493141221233928,0.286974377065217,0.6077794733648902,0.29799329927462714,2.3648207819097915,0.6392311365021817,0.1223793507236153,0.05435329475317405
169,17,NoInstructions,LowTide,1,0,21.37,0.9290705890341115,0.37203102333666266,0.9860434136679149,0.3785916240649756,2.2694859222507575,0.5054667590353079,0.09992540745638998,0.03399188485692395
170,17,NoInstructions,LowTide,2,0,17.123,0.6539923196798972,0.3107454739165147,0.7493535419956959,0.3349371598660795,2.1760160473330545,0.5096011413506845,0.14804453869502535,0.04884175539751608
171,17,NoInstructions,LowTide,3,0,16.44,0.5585557742945598,0.18671172007704226,0.6120848142228502,0.19499261579338562,2.087635025409572,0.5388455051086384,0.09678138158352226,0.037985525857654905
172,17,NoInstructions,HighTide,0,0,20.929,0.5762616510468946,0.26088148264750166,0.6487860565610514,0.25599763952691623,1.631444419107729,0.48736118914905047,0.1900758959562053,0.08336323355501425
173,17,NoInstructions,HighTide,1,0,17.611,0.8298848366640651,0.3200429571158633,0.9390459297780316,0.31676739494020817,1.9549132183715516,0.34568853463098626,0.18667874772785673,0.07185976660246901
174,17,NoInstructions,HighTide,2,0,14.785,0.8084992689072961,0.32237293621754354,0.9466754849190209,0.33965336250190364,2.079379488446778,0.5851836285326435,0.21531917348412297,0.04358701080637656
175,17,NoInstructions,HighTide,3,0,22.866,0.9520645093572608,0.5120593191364036,1.0767624509473053,0.5327823868551709,1.9599928347772397,0.618947668704961,0.2095621120282153,0.06793370108955492
176,17,Imitation,LowTide,0,0,36.885,0.40047057128854013,0.23737264346849052,0.4611181216152131,0.23674690636196907,2.3078716958586276,0.41378920004478315,0.16461498575430744,0.09391234891390676
