timestamp;state
1643479872316;S0NothingYet
1643479872361;S0HasHitStart
1643479879101;S0HasLeftStart
1643479879137;S1HasHitBeam
1643479891535;S1HasHitEnd
1643479892944;S1HasLeftEnd
1643479894979;S2HasHitBeam
1643479906935;S2HasHitStart
1643479909801;S2HasLeftStart
1643479909868;S3HasHitBeam
1643479920546;S3HasHitEnd
1643479923021;S3HasLeftEnd
1643479923154;S4HasHitBeam
1643479932466;S4HasHitStart
